"ID","date","endVZA","filename","Le","L","LX","LXG1","LXG2","DIFN","MTA_ell"
"LT54","20241216",80,"LT54_20241216.jpg",0.86,0.97,0.89,0.64,0.51,50.334,60
"LT54","20241216",90,"LT54_20241216.jpg",0.81,0.92,0.88,0.64,0.51,48.834,50
"LT62","20241216",10,"LT62_20241216.jpg",0.07,0.08,0.88,0.2,0.09,96.507,86
"LT62","20241216",20,"LT62_20241216.jpg",0.12,0.13,0.92,0.31,0.17,93.848,86
"LT62","20241216",30,"LT62_20241216.jpg",0.17,0.18,0.94,0.51,0.38,91.275,86
"LT62","20241216",40,"LT62_20241216.jpg",0.22,0.22,1,0.62,0.5,88.371,86
"LT62","20241216",50,"LT62_20241216.jpg",0.27,0.28,0.96,0.65,0.53,85.06,86
"LT62","20241216",60,"LT62_20241216.jpg",0.31,0.32,0.97,0.68,0.57,81.817,84
"LT62","20241216",70,"LT62_20241216.jpg",0.35,0.36,0.97,0.67,0.55,78.034,84
"LT62","20241216",80,"LT62_20241216.jpg",0.38,0.4,0.95,0.67,0.56,74.348,84
"LT62","20241216",90,"LT62_20241216.jpg",0.38,0.41,0.93,0.67,0.56,72.192,77
"LT63","20241216",10,"LT63_20241216.jpg",0.17,0.2,0.85,0.24,0.12,91.57,79
"LT63","20241216",20,"LT63_20241216.jpg",0.25,0.27,0.93,0.42,0.27,87.802,84
"LT63","20241216",30,"LT63_20241216.jpg",0.3,0.31,0.97,0.54,0.39,85.381,81
"LT63","20241216",40,"LT63_20241216.jpg",0.36,0.38,0.95,0.55,0.4,81.817,80
"LT63","20241216",50,"LT63_20241216.jpg",0.43,0.46,0.93,0.55,0.4,77.292,82
"LT63","20241216",60,"LT63_20241216.jpg",0.45,0.48,0.94,0.57,0.42,74.522,78
"LT63","20241216",70,"LT63_20241216.jpg",0.46,0.48,0.96,0.59,0.45,72.039,72
"LT63","20241216",80,"LT63_20241216.jpg",0.47,0.5,0.94,0.59,0.45,68.746,70
"LT63","20241216",90,"LT63_20241216.jpg",0.46,0.51,0.9,0.59,0.45,66.754,63
"LT61","20241216",10,"LT61_20241216.jpg",0.11,0.12,0.92,0.31,0.17,94.577,86
"LT61","20241216",20,"LT61_20241216.jpg",0.16,0.17,0.94,0.4,0.25,92.122,86
"LT61","20241216",30,"LT61_20241216.jpg",0.24,0.24,1,0.46,0.3,88.278,86
"LT61","20241216",40,"LT61_20241216.jpg",0.32,0.33,0.97,0.52,0.36,83.699,86
"LT61","20241216",50,"LT61_20241216.jpg",0.39,0.4,0.98,0.55,0.4,79.573,86
"LT61","20241216",60,"LT61_20241216.jpg",0.41,0.42,0.98,0.6,0.46,76.783,82
"LT61","20241216",70,"LT61_20241216.jpg",0.43,0.45,0.96,0.63,0.49,73.437,78
"LT61","20241216",80,"LT61_20241216.jpg",0.47,0.5,0.94,0.63,0.49,69.451,80
"LT61","20241216",90,"LT61_20241216.jpg",0.46,0.49,0.94,0.63,0.49,67.549,71
"LT64","20241216",10,"LT64_20241216.jpg",0.72,2.5,0.29,0.21,0.09,69.76,86
"LT64","20241216",20,"LT64_20241216.jpg",0.9,3.2,0.28,0.26,0.13,63.192,82
"LT64","20241216",30,"LT64_20241216.jpg",1.03,3.09,0.33,0.3,0.16,57.779,79
"LT64","20241216",40,"LT64_20241216.jpg",1.08,2.33,0.46,0.36,0.21,54.536,74
"LT64","20241216",50,"LT64_20241216.jpg",1.26,2.18,0.58,0.43,0.29,48.075,76
"LT64","20241216",60,"LT64_20241216.jpg",1.35,2,0.68,0.51,0.37,43.051,75
"LT64","20241216",70,"LT64_20241216.jpg",1.39,1.99,0.7,0.55,0.42,39.063,72
"LT64","20241216",80,"LT64_20241216.jpg",1.33,1.75,0.76,0.57,0.44,36.651,62
"LT64","20241216",90,"LT64_20241216.jpg",1.18,1.54,0.77,0.57,0.43,35.686,34
