"ID","date","endVZA","filename","Le","L","LX","LXG1","LXG2","DIFN","MTA_ell"
"LT12","20240920",10,"LT12_20240920.jpg",2.43,5.41,0.45,0.46,0.3,29.777,10
"LT12","20240920",20,"LT12_20240920.jpg",2.42,4.7,0.51,0.41,0.25,29.062,10
"LT12","20240920",30,"LT12_20240920.jpg",2.1,3.52,0.6,0.44,0.28,33.061,10
"LT12","20240920",40,"LT12_20240920.jpg",2.21,3.13,0.71,0.51,0.36,29.274,51
"LT12","20240920",50,"LT12_20240920.jpg",2.27,2.92,0.78,0.6,0.46,26.089,60
"LT12","20240920",60,"LT12_20240920.jpg",2.31,2.83,0.82,0.65,0.52,23.033,60
"LT12","20240920",70,"LT12_20240920.jpg",2.29,2.75,0.83,0.69,0.57,20.689,57
"LT12","20240920",80,"LT12_20240920.jpg",2.15,2.53,0.85,0.7,0.58,19.246,49
"LT12","20240920",90,"LT12_20240920.jpg",1.91,2.18,0.88,0.74,0.64,18.49,28
"LT14","20240920",10,"LT14_20240920.jpg",5.09,10.68,0.48,0.59,0.45,8.019,10
"LT14","20240920",20,"LT14_20240920.jpg",4.08,6.24,0.65,0.61,0.47,13.371,10
"LT14","20240920",30,"LT14_20240920.jpg",3.73,5.18,0.72,0.63,0.49,13.944,10
"LT14","20240920",40,"LT14_20240920.jpg",3.77,4.74,0.8,0.67,0.54,12.376,10
"LT14","20240920",50,"LT14_20240920.jpg",3.53,4.35,0.81,0.68,0.56,11.948,18
"LT14","20240920",60,"LT14_20240920.jpg",3.34,3.99,0.84,0.72,0.61,11.177,28
"LT14","20240920",70,"LT14_20240920.jpg",3.25,3.75,0.87,0.77,0.68,9.95,41
"LT14","20240920",80,"LT14_20240920.jpg",3,3.38,0.89,0.78,0.69,9.223,37
"LT14","20240920",90,"LT14_20240920.jpg",2.63,2.96,0.89,0.78,0.69,8.946,22
"LT13","20240920",10,"LT13_20240920.jpg",2.88,4.76,0.61,0.5,0.35,24.916,10
"LT13","20240920",20,"LT13_20240920.jpg",2.53,3.89,0.65,0.48,0.33,27.453,10
"LT13","20240920",30,"LT13_20240920.jpg",2.38,3.16,0.75,0.57,0.43,28.14,10
"LT13","20240920",40,"LT13_20240920.jpg",2.63,3.14,0.84,0.66,0.53,23.407,65
"LT13","20240920",50,"LT13_20240920.jpg",2.77,3.17,0.87,0.69,0.58,19.997,66
"LT13","20240920",60,"LT13_20240920.jpg",2.73,3.08,0.89,0.71,0.6,17.835,61
"LT13","20240920",70,"LT13_20240920.jpg",2.58,2.83,0.91,0.76,0.65,16.408,53
"LT13","20240920",80,"LT13_20240920.jpg",2.38,2.6,0.92,0.77,0.68,15.294,40
"LT13","20240920",90,"LT13_20240920.jpg",2.11,2.33,0.91,0.78,0.69,14.842,25
"LT11","20240920",10,"LT11_20240920.jpg",6.97,10.82,0.64,0.7,0.58,3.261,10
"LT11","20240920",20,"LT11_20240920.jpg",5.15,6.85,0.75,0.71,0.6,8.065,10
"LT11","20240920",30,"LT11_20240920.jpg",3.99,5.28,0.76,0.69,0.57,13.698,10
"LT11","20240920",40,"LT11_20240920.jpg",3.33,4.07,0.82,0.71,0.59,16.88,10
"LT11","20240920",50,"LT11_20240920.jpg",3.02,3.65,0.83,0.67,0.54,17.2,10
"LT11","20240920",60,"LT11_20240920.jpg",2.79,3.36,0.83,0.67,0.54,16.612,10
"LT11","20240920",70,"LT11_20240920.jpg",2.64,3.14,0.84,0.69,0.57,15.234,10
"LT11","20240920",80,"LT11_20240920.jpg",2.43,2.88,0.84,0.71,0.59,14.227,28
"LT11","20240920",90,"LT11_20240920.jpg",2.15,2.54,0.85,0.73,0.62,13.816,19
"LT22","20240920",10,"LT22_20240920.jpg",6.4,10.09,0.63,0.7,0.58,5.063,10
"LT22","20240920",20,"LT22_20240920.jpg",4.38,5.6,0.78,0.66,0.53,11.937,10
"LT22","20240920",30,"LT22_20240920.jpg",3.45,4.24,0.81,0.63,0.5,16.959,10
"LT22","20240920",40,"LT22_20240920.jpg",3.29,3.84,0.86,0.68,0.56,16.638,10
"LT22","20240920",50,"LT22_20240920.jpg",3.06,3.51,0.87,0.71,0.59,16.209,10
"LT22","20240920",60,"LT22_20240920.jpg",2.97,3.37,0.88,0.71,0.59,14.613,33
"LT22","20240920",70,"LT22_20240920.jpg",2.8,3.12,0.9,0.75,0.65,13.378,37
"LT22","20240920",80,"LT22_20240920.jpg",2.68,2.97,0.9,0.76,0.66,12.361,41
"LT22","20240920",90,"LT22_20240920.jpg",2.37,2.61,0.91,0.78,0.69,11.923,27
"LT24","20240920",10,"LT24_20240920.jpg",3.8,9.35,0.41,0.52,0.36,15.582,85
"LT24","20240920",20,"LT24_20240920.jpg",4.11,6.19,0.66,0.63,0.49,12.368,77
"LT24","20240920",30,"LT24_20240920.jpg",3.98,4.92,0.81,0.7,0.59,12.01,61
"LT24","20240920",40,"LT24_20240920.jpg",3.78,4.37,0.86,0.74,0.64,11.899,47
"LT24","20240920",50,"LT24_20240920.jpg",3.66,4.09,0.89,0.78,0.69,11.012,47
"LT24","20240920",60,"LT24_20240920.jpg",3.35,3.66,0.92,0.82,0.74,10.942,26
"LT24","20240920",70,"LT24_20240920.jpg",3.11,3.31,0.94,0.83,0.76,10.159,30
"LT24","20240920",80,"LT24_20240920.jpg",2.84,3.02,0.94,0.84,0.77,9.553,28
"LT24","20240920",90,"LT24_20240920.jpg",2.51,2.67,0.94,0.84,0.76,9.203,20
"LT23","20240920",10,"LT23_20240920.jpg",2.81,4.08,0.69,0.54,0.39,24.545,72
"LT23","20240920",20,"LT23_20240920.jpg",3.48,4.56,0.76,0.61,0.47,17.384,78
"LT23","20240920",30,"LT23_20240920.jpg",3.49,4.28,0.82,0.64,0.51,15.845,69
"LT23","20240920",40,"LT23_20240920.jpg",3.3,3.86,0.85,0.7,0.57,15.631,58
"LT23","20240920",50,"LT23_20240920.jpg",3.3,3.72,0.89,0.75,0.64,13.9,58
"LT23","20240920",60,"LT23_20240920.jpg",3.07,3.41,0.9,0.76,0.65,13.43,47
"LT23","20240920",70,"LT23_20240920.jpg",2.84,3.1,0.92,0.78,0.69,12.579,35
"LT23","20240920",80,"LT23_20240920.jpg",2.59,2.83,0.92,0.8,0.71,11.876,32
"LT23","20240920",90,"LT23_20240920.jpg",2.31,2.49,0.93,0.82,0.74,11.438,22
"LT21","20240920",10,"LT21_20240920.jpg",8.07,9.61,0.84,0.83,0.75,1.801,79
"LT21","20240920",20,"LT21_20240920.jpg",5.41,6.83,0.79,0.71,0.6,8.783,10
"LT21","20240920",30,"LT21_20240920.jpg",4.65,5.35,0.87,0.74,0.63,9.841,10
"LT21","20240920",40,"LT21_20240920.jpg",4.12,4.74,0.87,0.73,0.61,10.235,10
"LT21","20240920",50,"LT21_20240920.jpg",3.88,4.32,0.9,0.77,0.67,9.994,10
"LT21","20240920",60,"LT21_20240920.jpg",3.57,3.88,0.92,0.78,0.68,9.897,10
"LT21","20240920",70,"LT21_20240920.jpg",3.24,3.54,0.92,0.77,0.68,9.486,10
"LT21","20240920",80,"LT21_20240920.jpg",2.94,3.25,0.9,0.78,0.68,8.809,22
"LT21","20240920",90,"LT21_20240920.jpg",2.58,2.81,0.92,0.79,0.7,8.564,17
"LT32","20240920",10,"LT32_20240920.jpg",1.92,4.44,0.43,0.38,0.23,39.449,80
"LT32","20240920",20,"LT32_20240920.jpg",3.01,4.77,0.63,0.57,0.42,22.941,84
"LT32","20240920",30,"LT32_20240920.jpg",3.4,4.25,0.8,0.67,0.55,17.548,81
"LT32","20240920",40,"LT32_20240920.jpg",3.29,4.13,0.8,0.65,0.53,16.453,71
"LT32","20240920",50,"LT32_20240920.jpg",3.1,3.72,0.83,0.7,0.58,15.866,59
"LT32","20240920",60,"LT32_20240920.jpg",2.94,3.33,0.88,0.72,0.61,14.817,51
"LT32","20240920",70,"LT32_20240920.jpg",2.69,3.08,0.87,0.72,0.61,14.158,40
"LT32","20240920",80,"LT32_20240920.jpg",2.49,2.77,0.9,0.75,0.64,13.058,32
"LT32","20240920",90,"LT32_20240920.jpg",2.24,2.46,0.91,0.78,0.69,12.763,28
"LT34","20240920",10,"LT34_20240920.jpg",6.73,10.91,0.62,0.68,0.56,5.039,10
"LT34","20240920",20,"LT34_20240920.jpg",4.9,7.05,0.7,0.68,0.55,8.835,10
"LT34","20240920",30,"LT34_20240920.jpg",4.41,5.8,0.76,0.67,0.54,9.827,10
"LT34","20240920",40,"LT34_20240920.jpg",3.99,4.84,0.82,0.7,0.59,10.937,10
"LT34","20240920",50,"LT34_20240920.jpg",3.67,4.3,0.85,0.74,0.64,10.979,10
"LT34","20240920",60,"LT34_20240920.jpg",3.46,3.9,0.89,0.77,0.67,10.303,15
"LT34","20240920",70,"LT34_20240920.jpg",3.23,3.62,0.89,0.78,0.68,9.514,32
"LT34","20240920",80,"LT34_20240920.jpg",2.96,3.31,0.89,0.78,0.68,8.934,30
"LT34","20240920",90,"LT34_20240920.jpg",2.6,2.89,0.9,0.79,0.7,8.601,18
"LT33","20240920",10,"LT33_20240920.jpg",7.3,11.32,0.64,0.69,0.57,3.723,10
"LT33","20240920",20,"LT33_20240920.jpg",4.79,6.27,0.76,0.68,0.56,10.417,10
"LT33","20240920",30,"LT33_20240920.jpg",4.09,4.78,0.86,0.71,0.6,12.443,10
"LT33","20240920",40,"LT33_20240920.jpg",3.84,4.41,0.87,0.73,0.63,12.137,10
"LT33","20240920",50,"LT33_20240920.jpg",3.54,4.02,0.88,0.73,0.63,12.038,10
"LT33","20240920",60,"LT33_20240920.jpg",3.25,3.65,0.89,0.74,0.64,11.857,10
"LT33","20240920",70,"LT33_20240920.jpg",3.04,3.33,0.91,0.78,0.68,10.955,17
"LT33","20240920",80,"LT33_20240920.jpg",2.84,3.07,0.93,0.81,0.73,10.133,33
"LT33","20240920",90,"LT33_20240920.jpg",2.51,2.72,0.92,0.81,0.72,9.768,24
"LT31","20240920",10,"LT31_20240920.jpg",5.44,9.4,0.58,0.62,0.49,7.849,10
"LT31","20240920",20,"LT31_20240920.jpg",4.07,5.93,0.69,0.6,0.46,13.141,10
"LT31","20240920",30,"LT31_20240920.jpg",3.98,4.94,0.81,0.68,0.55,12.428,10
"LT31","20240920",40,"LT31_20240920.jpg",4.19,4.84,0.87,0.75,0.64,10.151,51
"LT31","20240920",50,"LT31_20240920.jpg",3.93,4.5,0.87,0.75,0.64,9.642,42
"LT31","20240920",60,"LT31_20240920.jpg",3.76,4.23,0.89,0.76,0.66,8.71,46
"LT31","20240920",70,"LT31_20240920.jpg",3.44,3.83,0.9,0.77,0.67,8.233,33
"LT31","20240920",80,"LT31_20240920.jpg",3.1,3.48,0.89,0.76,0.66,7.837,27
"LT31","20240920",90,"LT31_20240920.jpg",2.7,3.01,0.9,0.77,0.67,7.572,16
"LT42","20240920",10,"LT42_20240920.jpg",2.33,4.76,0.49,0.48,0.33,31.977,10
"LT42","20240920",20,"LT42_20240920.jpg",2.09,3.09,0.68,0.5,0.35,34.46,10
"LT42","20240920",30,"LT42_20240920.jpg",2.03,2.65,0.77,0.54,0.39,34.135,10
"LT42","20240920",40,"LT42_20240920.jpg",2.13,2.56,0.83,0.6,0.46,30.59,57
"LT42","20240920",50,"LT42_20240920.jpg",2.28,2.6,0.88,0.66,0.53,26.322,66
"LT42","20240920",60,"LT42_20240920.jpg",2.22,2.51,0.88,0.67,0.55,24.194,59
"LT42","20240920",70,"LT42_20240920.jpg",2.15,2.39,0.9,0.71,0.59,22.127,56
"LT42","20240920",80,"LT42_20240920.jpg",2.04,2.25,0.91,0.74,0.63,20.336,48
"LT42","20240920",90,"LT42_20240920.jpg",1.83,2.02,0.91,0.75,0.64,19.814,32
"LT43","20240920",10,"LT43_20240920.jpg",6.04,7.65,0.79,0.75,0.65,5.766,10
"LT43","20240920",20,"LT43_20240920.jpg",4.61,5.55,0.83,0.71,0.59,10.185,10
"LT43","20240920",30,"LT43_20240920.jpg",3.74,4.38,0.85,0.7,0.58,14.844,10
"LT43","20240920",40,"LT43_20240920.jpg",3.53,3.97,0.89,0.73,0.62,14.311,10
"LT43","20240920",50,"LT43_20240920.jpg",3.4,3.75,0.91,0.76,0.66,13.214,10
"LT43","20240920",60,"LT43_20240920.jpg",3.1,3.4,0.91,0.77,0.67,13.124,10
"LT43","20240920",70,"LT43_20240920.jpg",2.89,3.09,0.94,0.81,0.72,12.252,21
"LT43","20240920",80,"LT43_20240920.jpg",2.66,2.83,0.94,0.81,0.73,11.452,28
"LT43","20240920",90,"LT43_20240920.jpg",2.35,2.5,0.94,0.82,0.74,11.071,20
"LT44","20240920",10,"LT44_20240920.jpg",4.54,5.03,0.9,0.78,0.69,11.054,86
"LT44","20240920",20,"LT44_20240920.jpg",3.99,4.92,0.81,0.66,0.54,13.363,10
"LT44","20240920",30,"LT44_20240920.jpg",3.67,4.38,0.84,0.68,0.56,14.321,10
"LT44","20240920",40,"LT44_20240920.jpg",3.64,4.11,0.89,0.74,0.64,13.016,38
"LT44","20240920",50,"LT44_20240920.jpg",3.49,3.81,0.92,0.78,0.69,12.189,40
"LT44","20240920",60,"LT44_20240920.jpg",3.25,3.56,0.91,0.78,0.69,11.833,19
"LT44","20240920",70,"LT44_20240920.jpg",3.02,3.34,0.9,0.76,0.67,10.989,32
"LT44","20240920",80,"LT44_20240920.jpg",2.84,3.08,0.92,0.8,0.71,10.107,35
"LT44","20240920",90,"LT44_20240920.jpg",2.52,2.75,0.92,0.8,0.71,9.862,26
"LT41","20240920",10,"LT41_20240920.jpg",3.22,4.27,0.75,0.58,0.44,20.251,66
"LT41","20240920",20,"LT41_20240920.jpg",4.04,4.79,0.84,0.7,0.58,13.059,79
"LT41","20240920",30,"LT41_20240920.jpg",4.19,4.76,0.88,0.74,0.64,11.022,74
"LT41","20240920",40,"LT41_20240920.jpg",3.9,4.35,0.9,0.75,0.65,11.247,57
"LT41","20240920",50,"LT41_20240920.jpg",3.83,4.3,0.89,0.75,0.64,10.106,56
"LT41","20240920",60,"LT41_20240920.jpg",3.6,3.92,0.92,0.78,0.68,9.479,46
"LT41","20240920",70,"LT41_20240920.jpg",3.42,3.67,0.93,0.8,0.72,8.543,44
"LT41","20240920",80,"LT41_20240920.jpg",3.18,3.37,0.94,0.82,0.75,7.82,38
"LT41","20240920",90,"LT41_20240920.jpg",2.79,2.96,0.94,0.83,0.76,7.62,23
"LT53","20240920",10,"LT53_20240920.jpg",4.46,10.02,0.45,0.5,0.35,14.426,10
"LT53","20240920",20,"LT53_20240920.jpg",3.61,6.49,0.56,0.6,0.46,15.805,10
"LT53","20240920",30,"LT53_20240920.jpg",4.09,5.94,0.69,0.64,0.51,11.795,71
"LT53","20240920",40,"LT53_20240920.jpg",4,5.16,0.78,0.71,0.6,10.797,62
"LT53","20240920",50,"LT53_20240920.jpg",3.68,4.46,0.83,0.75,0.65,11.068,39
"LT53","20240920",60,"LT53_20240920.jpg",3.34,3.88,0.86,0.76,0.67,11.125,25
"LT53","20240920",70,"LT53_20240920.jpg",3.07,3.48,0.88,0.8,0.71,10.488,26
"LT53","20240920",80,"LT53_20240920.jpg",2.77,3.07,0.9,0.8,0.72,9.985,26
"LT53","20240920",90,"LT53_20240920.jpg",2.44,2.7,0.9,0.8,0.71,9.595,16
"LT54","20240920",10,"LT54_20240920.jpg",2.78,4.79,0.58,0.54,0.39,25.381,86
"LT54","20240920",20,"LT54_20240920.jpg",3.49,5.02,0.7,0.62,0.48,17.58,83
"LT54","20240920",30,"LT54_20240920.jpg",4.03,5.02,0.8,0.67,0.55,12.663,80
"LT54","20240920",40,"LT54_20240920.jpg",3.92,4.88,0.8,0.67,0.54,11.55,70
"LT54","20240920",50,"LT54_20240920.jpg",3.68,4.26,0.86,0.71,0.59,11.22,56
"LT54","20240920",60,"LT54_20240920.jpg",3.52,4.04,0.87,0.73,0.62,10.213,52
"LT54","20240920",70,"LT54_20240920.jpg",3.37,3.8,0.89,0.75,0.64,9.196,49
"LT54","20240920",80,"LT54_20240920.jpg",3.14,3.52,0.89,0.77,0.67,8.45,42
"LT54","20240920",90,"LT54_20240920.jpg",2.81,3.08,0.91,0.8,0.72,8.202,29
"LT52","20240920",10,"LT52_20240920.jpg",2.26,2.98,0.76,0.56,0.41,33.298,10
"LT52","20240920",20,"LT52_20240920.jpg",3.45,3.88,0.89,0.72,0.6,18.358,83
"LT52","20240920",30,"LT52_20240920.jpg",3.39,3.71,0.91,0.75,0.64,16.957,74
"LT52","20240920",40,"LT52_20240920.jpg",3.14,3.42,0.92,0.75,0.65,17.364,57
"LT52","20240920",50,"LT52_20240920.jpg",3,3.28,0.91,0.75,0.64,16.59,50
"LT52","20240920",60,"LT52_20240920.jpg",2.82,3.1,0.91,0.74,0.63,15.688,44
"LT52","20240920",70,"LT52_20240920.jpg",2.63,2.85,0.92,0.76,0.67,14.706,36
"LT52","20240920",80,"LT52_20240920.jpg",2.42,2.6,0.93,0.78,0.69,13.865,35
"LT52","20240920",90,"LT52_20240920.jpg",2.1,2.28,0.92,0.77,0.67,13.433,18
"LT51","20240920",10,"LT51_20240920.jpg",4.45,5.74,0.78,0.63,0.5,11.255,82
"LT51","20240920",20,"LT51_20240920.jpg",3.74,4.85,0.77,0.66,0.53,14.909,10
"LT51","20240920",30,"LT51_20240920.jpg",3.46,4.14,0.84,0.69,0.57,15.712,10
"LT51","20240920",40,"LT51_20240920.jpg",3.29,3.89,0.85,0.7,0.58,15.68,10
"LT51","20240920",50,"LT51_20240920.jpg",3.16,3.64,0.87,0.7,0.58,14.851,15
"LT51","20240920",60,"LT51_20240920.jpg",3,3.42,0.88,0.71,0.59,13.837,36
"LT51","20240920",70,"LT51_20240920.jpg",2.87,3.29,0.87,0.72,0.61,12.652,44
"LT51","20240920",80,"LT51_20240920.jpg",2.61,2.92,0.89,0.74,0.64,11.812,33
"LT51","20240920",90,"LT51_20240920.jpg",2.31,2.6,0.89,0.74,0.64,11.553,19
"LT63","20240920",10,"LT63_20240920.jpg",3.54,5.58,0.63,0.59,0.45,17.647,10
"LT63","20240920",20,"LT63_20240920.jpg",3.42,4.5,0.76,0.62,0.48,17.38,10
"LT63","20240920",30,"LT63_20240920.jpg",3.29,3.96,0.83,0.68,0.55,17.39,10
"LT63","20240920",40,"LT63_20240920.jpg",3.21,3.86,0.83,0.68,0.55,16.408,39
"LT63","20240920",50,"LT63_20240920.jpg",3.09,3.54,0.87,0.71,0.6,15.474,45
"LT63","20240920",60,"LT63_20240920.jpg",2.88,3.3,0.87,0.71,0.59,14.956,36
"LT63","20240920",70,"LT63_20240920.jpg",2.61,3.02,0.86,0.69,0.57,14.683,25
"LT63","20240920",80,"LT63_20240920.jpg",2.34,2.76,0.85,0.67,0.55,14.108,20
"LT63","20240920",90,"LT63_20240920.jpg",2.07,2.4,0.86,0.7,0.59,13.619,17
"LT62","20240920",10,"LT62_20240920.jpg",3.55,8.2,0.43,0.46,0.3,18.909,10
"LT62","20240920",20,"LT62_20240920.jpg",2.82,4.87,0.58,0.51,0.36,24.22,10
"LT62","20240920",30,"LT62_20240920.jpg",3.53,4.8,0.74,0.62,0.49,16.746,73
"LT62","20240920",40,"LT62_20240920.jpg",3.54,4.19,0.84,0.73,0.62,14.672,66
"LT62","20240920",50,"LT62_20240920.jpg",3.34,3.76,0.89,0.77,0.68,13.927,55
"LT62","20240920",60,"LT62_20240920.jpg",3,3.31,0.91,0.79,0.71,14.125,35
"LT62","20240920",70,"LT62_20240920.jpg",2.74,3.01,0.91,0.8,0.72,13.505,33
"LT62","20240920",80,"LT62_20240920.jpg",2.49,2.73,0.91,0.78,0.69,12.786,25
"LT62","20240920",90,"LT62_20240920.jpg",2.19,2.39,0.92,0.78,0.69,12.472,18
"LT64","20240920",10,"LT64_20240920.jpg",2.09,5.46,0.38,0.39,0.23,36.012,86
"LT64","20240920",20,"LT64_20240920.jpg",3.72,6.64,0.56,0.55,0.41,17.472,86
"LT64","20240920",30,"LT64_20240920.jpg",3.98,5.74,0.69,0.65,0.53,13.371,81
"LT64","20240920",40,"LT64_20240920.jpg",3.79,4.96,0.76,0.71,0.59,12.6,70
"LT64","20240920",50,"LT64_20240920.jpg",3.59,4.49,0.8,0.71,0.59,11.973,58
"LT64","20240920",60,"LT64_20240920.jpg",3.52,4.25,0.83,0.74,0.64,10.56,56
"LT64","20240920",70,"LT64_20240920.jpg",3.41,3.92,0.87,0.75,0.64,9.371,54
"LT64","20240920",80,"LT64_20240920.jpg",3.01,3.58,0.84,0.73,0.62,8.964,34
"LT64","20240920",90,"LT64_20240920.jpg",2.63,3.12,0.84,0.73,0.62,8.649,14
"LT61","20240920",10,"LT61_20240920.jpg",3.37,6.81,0.49,0.5,0.34,18.716,84
"LT61","20240920",20,"LT61_20240920.jpg",3.95,5.15,0.77,0.65,0.53,13.59,79
"LT61","20240920",30,"LT61_20240920.jpg",3.78,4.87,0.78,0.69,0.57,13.479,65
"LT61","20240920",40,"LT61_20240920.jpg",3.57,4.12,0.87,0.73,0.62,13.431,47
"LT61","20240920",50,"LT61_20240920.jpg",3.33,3.7,0.9,0.79,0.7,13.328,32
"LT61","20240920",60,"LT61_20240920.jpg",3.05,3.33,0.92,0.79,0.71,13.245,21
"LT61","20240920",70,"LT61_20240920.jpg",2.76,3.03,0.91,0.78,0.68,13.057,17
"LT61","20240920",80,"LT61_20240920.jpg",2.5,2.75,0.91,0.76,0.67,12.389,21
"LT61","20240920",90,"LT61_20240920.jpg",2.17,2.38,0.91,0.77,0.67,12.103,14
"LT13","20240930",10,"LT13_20240930.jpg",2.9,4.89,0.59,0.48,0.32,23.527,10
"LT13","20240930",20,"LT13_20240930.jpg",2.39,3.31,0.72,0.5,0.34,29.425,10
"LT13","20240930",30,"LT13_20240930.jpg",2.46,3.06,0.8,0.59,0.45,26.91,28
"LT13","20240930",40,"LT13_20240930.jpg",2.59,3.07,0.84,0.64,0.5,23.614,60
"LT13","20240930",50,"LT13_20240930.jpg",2.52,3.02,0.83,0.65,0.52,22.122,54
"LT13","20240930",60,"LT13_20240930.jpg",2.31,2.83,0.82,0.64,0.5,21.863,42
"LT13","20240930",70,"LT13_20240930.jpg",2.13,2.56,0.83,0.65,0.52,21.029,33
"LT13","20240930",80,"LT13_20240930.jpg",1.95,2.33,0.84,0.68,0.55,19.934,31
"LT13","20240930",90,"LT13_20240930.jpg",1.73,2.09,0.83,0.7,0.58,19.308,22
"LT12","20240930",10,"LT12_20240930.jpg",2.33,4.72,0.49,0.47,0.3,31.732,10
"LT12","20240930",20,"LT12_20240930.jpg",2.2,4.22,0.52,0.42,0.26,32.308,10
"LT12","20240930",30,"LT12_20240930.jpg",2.02,3.26,0.62,0.47,0.3,34.063,10
"LT12","20240930",40,"LT12_20240930.jpg",2.09,2.71,0.77,0.56,0.41,31.033,54
"LT12","20240930",50,"LT12_20240930.jpg",2.22,2.68,0.83,0.64,0.51,27.052,63
"LT12","20240930",60,"LT12_20240930.jpg",2.16,2.52,0.86,0.68,0.56,24.828,59
"LT12","20240930",70,"LT12_20240930.jpg",2.09,2.45,0.85,0.7,0.58,22.875,53
"LT12","20240930",80,"LT12_20240930.jpg",1.97,2.36,0.83,0.73,0.62,21.207,47
"LT12","20240930",90,"LT12_20240930.jpg",1.76,2.06,0.85,0.73,0.62,20.491,30
"LT14","20240930",10,"LT14_20240930.jpg",3.44,7.58,0.45,0.52,0.37,18.01,10
"LT14","20240930",20,"LT14_20240930.jpg",3.16,5.17,0.61,0.55,0.41,20.404,10
"LT14","20240930",30,"LT14_20240930.jpg",3.13,4.64,0.67,0.59,0.44,19.186,30
"LT14","20240930",40,"LT14_20240930.jpg",3.24,4.15,0.78,0.66,0.53,16.622,60
"LT14","20240930",50,"LT14_20240930.jpg",3.17,3.74,0.85,0.68,0.56,15.041,57
"LT14","20240930",60,"LT14_20240930.jpg",2.95,3.48,0.85,0.68,0.56,14.576,41
"LT14","20240930",70,"LT14_20240930.jpg",2.8,3.24,0.86,0.71,0.59,13.376,42
"LT14","20240930",80,"LT14_20240930.jpg",2.63,3,0.88,0.74,0.63,12.173,39
"LT14","20240930",90,"LT14_20240930.jpg",2.31,2.68,0.86,0.74,0.63,11.914,25
"LT11","20240930",10,"LT11_20240930.jpg",6.81,11.94,0.57,0.68,0.56,4.53,86
"LT11","20240930",20,"LT11_20240930.jpg",4.66,7.31,0.64,0.65,0.52,11.643,10
"LT11","20240930",30,"LT11_20240930.jpg",3.5,4.75,0.74,0.65,0.52,17.995,10
"LT11","20240930",40,"LT11_20240930.jpg",3.02,3.66,0.83,0.69,0.57,19.585,10
"LT11","20240930",50,"LT11_20240930.jpg",2.84,3.36,0.85,0.7,0.58,18.778,10
"LT11","20240930",60,"LT11_20240930.jpg",2.7,3.07,0.88,0.75,0.65,17.589,10
"LT11","20240930",70,"LT11_20240930.jpg",2.55,2.82,0.9,0.77,0.67,16.204,16
"LT11","20240930",80,"LT11_20240930.jpg",2.42,2.67,0.91,0.78,0.68,14.965,35
"LT11","20240930",90,"LT11_20240930.jpg",2.17,2.42,0.9,0.79,0.69,14.468,27
"LT23","20240930",10,"LT23_20240930.jpg",2.68,4.89,0.55,0.52,0.37,30.713,10
"LT23","20240930",20,"LT23_20240930.jpg",2.66,3.75,0.71,0.56,0.4,26.872,10
"LT23","20240930",30,"LT23_20240930.jpg",2.68,3.36,0.8,0.61,0.47,24.852,10
"LT23","20240930",40,"LT23_20240930.jpg",2.63,3.14,0.84,0.64,0.52,23.038,59
"LT23","20240930",50,"LT23_20240930.jpg",2.49,2.92,0.85,0.65,0.53,22.307,52
"LT23","20240930",60,"LT23_20240930.jpg",2.33,2.75,0.85,0.66,0.53,21.475,42
"LT23","20240930",70,"LT23_20240930.jpg",2.2,2.54,0.87,0.69,0.57,20.091,43
"LT23","20240930",80,"LT23_20240930.jpg",2.07,2.37,0.87,0.72,0.6,18.692,41
"LT23","20240930",90,"LT23_20240930.jpg",1.85,2.12,0.87,0.74,0.64,18.098,28
"LT22","20240930",10,"LT22_20240930.jpg",4.57,6.95,0.66,0.68,0.56,10.24,10
"LT22","20240930",20,"LT22_20240930.jpg",3.36,4.41,0.76,0.61,0.47,18.993,10
"LT22","20240930",30,"LT22_20240930.jpg",2.7,3.47,0.78,0.59,0.45,25.043,10
"LT22","20240930",40,"LT22_20240930.jpg",2.59,3.08,0.84,0.69,0.57,23.797,10
"LT22","20240930",50,"LT22_20240930.jpg",2.4,2.72,0.88,0.72,0.62,23.848,10
"LT22","20240930",60,"LT22_20240930.jpg",2.36,2.62,0.9,0.72,0.6,21.647,21
"LT22","20240930",70,"LT22_20240930.jpg",2.29,2.58,0.89,0.74,0.63,19.745,43
"LT22","20240930",80,"LT22_20240930.jpg",2.22,2.52,0.88,0.73,0.62,18.089,46
"LT22","20240930",90,"LT22_20240930.jpg",2.01,2.26,0.89,0.76,0.66,17.498,35
"LT21","20240930",10,"LT21_20240930.jpg",5.42,7.69,0.7,0.72,0.61,7.065,50
"LT21","20240930",20,"LT21_20240930.jpg",3.47,4.1,0.85,0.66,0.53,20.403,10
"LT21","20240930",30,"LT21_20240930.jpg",3.02,3.42,0.88,0.7,0.58,21.227,10
"LT21","20240930",40,"LT21_20240930.jpg",2.81,3.13,0.9,0.71,0.59,21.281,10
"LT21","20240930",50,"LT21_20240930.jpg",2.77,3.09,0.9,0.71,0.6,19.399,10
"LT21","20240930",60,"LT21_20240930.jpg",2.64,2.87,0.92,0.75,0.64,18.014,16
"LT21","20240930",70,"LT21_20240930.jpg",2.5,2.76,0.91,0.74,0.63,16.669,33
"LT21","20240930",80,"LT21_20240930.jpg",2.37,2.63,0.9,0.76,0.66,15.317,39
"LT21","20240930",90,"LT21_20240930.jpg",2.14,2.41,0.89,0.76,0.66,14.871,33
